#DateTime          Unixtime(UTC)   Abnormal_Large Probability[0-1]   Abnormal_Small Probability[0-1]   Abnormal State(Abnormal_Large=2, Abnormal_Small=1, Normal=0)
20231031_180000        1698775200           0.342                          0.346                            1
20231101_000000        1698796800           0.342                          0.346                            1
20231101_060000        1698818400           0.342                          0.346                            1
20231101_120000        1698840000           0.342                          0.346                            1
20231101_180000        1698861600           0.342                          0.346                            1
20231102_000000        1698883200           0.342                          0.346                            1
20231102_060000        1698904800           0.342                          0.346                            1
20231102_120000        1698926400           0.342                          0.346                            1
20231102_180000        1698948000           0.342                          0.346                            1
20231103_000000        1698969600           0.342                          0.346                            1
20231103_060000        1698991200           0.342                          0.346                            1
20231103_120000        1699012800           0.342                          0.346                            1
20231103_180000        1699034400           0.342                          0.346                            1
20231104_000000        1699056000           0.342                          0.346                            1
20231104_060000        1699077600           0.342                          0.346                            1
20231104_120000        1699099200           0.342                          0.346                            1
20231104_180000        1699120800           0.342                          0.346                            1
20231105_000000        1699142400           0.342                          0.346                            1
20231105_060000        1699164000           0.342                          0.346                            1
20231105_120000        1699185600           0.342                          0.346                            1
20231105_180000        1699207200           0.342                          0.346                            1
20231106_000000        1699228800           0.342                          0.346                            1
20231106_060000        1699250400           0.342                          0.346                            1
20231106_120000        1699272000           0.342                          0.346                            1
20231106_180000        1699293600           0.342                          0.346                            1
20231107_000000        1699315200           0.342                          0.346                            1
20231107_060000        1699336800           0.342                          0.346                            1
20231107_120000        1699358400           0.342                          0.346                            1
20231107_180000        1699380000           0.342                          0.346                            1
20231108_000000        1699401600           0.342                          0.346                            1
20231108_060000        1699423200           0.342                          0.346                            1
20231108_120000        1699444800           0.342                          0.346                            1
20231108_180000        1699466400           0.342                          0.346                            1
20231109_000000        1699488000           0.342                          0.346                            1
20231109_060000        1699509600           0.342                          0.346                            1
20231109_120000        1699531200           0.342                          0.346                            1
20231109_180000        1699552800           0.342                          0.346                            1
20231110_000000        1699574400           0.342                          0.346                            1
20231110_060000        1699596000           0.342                          0.346                            1
20231110_120000        1699617600           0.342                          0.346                            1
20231110_180000        1699639200           0.342                          0.346                            1
20231111_000000        1699660800           0.342                          0.346                            1
20231111_060000        1699682400           0.342                          0.346                            1
20231111_120000        1699704000           0.342                          0.346                            1
20231111_180000        1699725600           0.342                          0.346                            1
20231112_000000        1699747200           0.342                          0.346                            1
20231112_060000        1699768800           0.342                          0.346                            1
20231112_120000        1699790400           0.342                          0.346                            1
20231112_180000        1699812000           0.342                          0.346                            1
20231113_000000        1699833600           0.342                          0.346                            1
20231113_060000        1699855200           0.342                          0.346                            1
20231113_120000        1699876800           0.342                          0.346                            1
20231113_180000        1699898400           0.342                          0.346                            1
20231114_000000        1699920000           0.342                          0.346                            1
20231114_060000        1699941600           0.342                          0.346                            1
20231114_120000        1699963200           0.342                          0.346                            1
20231114_180000        1699984800           0.342                          0.346                            1
20231115_000000        1700006400           0.342                          0.346                            1
20231115_060000        1700028000           0.342                          0.346                            1
20231115_120000        1700049600           0.342                          0.346                            1
20231115_180000        1700071200           0.342                          0.346                            1
20231116_000000        1700092800           0.342                          0.346                            1
20231116_060000        1700114400           0.342                          0.346                            1
20231116_120000        1700136000           0.342                          0.346                            1
20231116_180000        1700157600           0.342                          0.346                            1
20231117_000000        1700179200           0.342                          0.346                            1
20231117_060000        1700200800           0.342                          0.346                            1
20231117_120000        1700222400           0.342                          0.346                            1
20231117_180000        1700244000           0.342                          0.346                            1
20231118_000000        1700265600           0.342                          0.346                            1
20231118_060000        1700287200           0.342                          0.346                            1
20231118_120000        1700308800           0.342                          0.346                            1
20231118_180000        1700330400           0.342                          0.346                            1
20231119_000000        1700352000           0.342                          0.346                            1
20231119_060000        1700373600           0.342                          0.346                            1
20231119_120000        1700395200           0.342                          0.346                            1
20231119_180000        1700416800           0.342                          0.346                            1
20231120_000000        1700438400           0.342                          0.346                            1
20231120_060000        1700460000           0.342                          0.346                            1
20231120_120000        1700481600           0.342                          0.346                            1
20231120_180000        1700503200           0.342                          0.346                            1
20231121_000000        1700524800           0.342                          0.346                            1
20231121_060000        1700546400           0.342                          0.346                            1
20231121_120000        1700568000           0.342                          0.346                            1
20231121_180000        1700589600           0.342                          0.346                            1
20231122_000000        1700611200           0.342                          0.346                            1
20231122_060000        1700632800           0.342                          0.346                            1
20231122_120000        1700654400           0.342                          0.346                            1
20231122_180000        1700676000           0.342                          0.346                            1
20231123_000000        1700697600           0.342                          0.346                            1
20231123_060000        1700719200           0.342                          0.346                            1
20231123_120000        1700740800           0.342                          0.346                            1
20231123_180000        1700762400           0.342                          0.346                            1
20231124_000000        1700784000           0.342                          0.346                            1
20231124_060000        1700805600           0.342                          0.346                            1
20231124_120000        1700827200           0.342                          0.346                            1
20231124_180000        1700848800           0.342                          0.346                            1
20231125_000000        1700870400           0.342                          0.346                            1
20231125_060000        1700892000           0.342                          0.346                            1
20231125_120000        1700913600           0.342                          0.346                            1
20231125_180000        1700935200           0.342                          0.346                            1
20231126_000000        1700956800           0.342                          0.346                            1
20231126_060000        1700978400           0.342                          0.346                            1
20231126_120000        1701000000           0.342                          0.346                            1
20231126_180000        1701021600           0.342                          0.346                            1
20231127_000000        1701043200           0.342                          0.346                            1
20231127_060000        1701064800           0.342                          0.346                            1
20231127_120000        1701086400           0.342                          0.346                            1
20231127_180000        1701108000           0.342                          0.346                            1
20231128_000000        1701129600           0.342                          0.346                            1
20231128_060000        1701151200           0.342                          0.346                            1
20231128_120000        1701172800           0.342                          0.346                            1
20231128_180000        1701194400           0.342                          0.346                            1
20231129_000000        1701216000           0.342                          0.346                            1
20231129_060000        1701237600           0.342                          0.346                            1
20231129_120000        1701259200           0.342                          0.346                            1
20231129_180000        1701280800           0.342                          0.346                            1
20231130_000000        1701302400           0.342                          0.346                            1
20231130_060000        1701324000           0.342                          0.346                            1
20231130_120000        1701345600           0.342                          0.346                            1
20231130_180000        1701367200           0.342                          0.346                            1
20231201_000000        1701388800           0.342                          0.346                            1
20231201_060000        1701410400           0.342                          0.346                            1
20231201_120000        1701432000           0.342                          0.346                            1
20231201_180000        1701453600           0.342                          0.346                            1
20231202_000000        1701475200           0.342                          0.346                            1
20231202_060000        1701496800           0.342                          0.346                            1
20231202_120000        1701518400           0.342                          0.346                            1
20231202_180000        1701540000           0.342                          0.346                            1
20231203_000000        1701561600           0.342                          0.346                            1
20231203_060000        1701583200           0.342                          0.346                            1
20231203_120000        1701604800           0.342                          0.346                            1
20231203_180000        1701626400           0.342                          0.346                            1
20231204_000000        1701648000           0.342                          0.346                            1
20231204_060000        1701669600           0.342                          0.346                            1
20231204_120000        1701691200           0.342                          0.346                            1
20231204_180000        1701712800           0.342                          0.346                            1
20231205_000000        1701734400           0.342                          0.346                            1
20231205_060000        1701756000           0.342                          0.346                            1
20231205_120000        1701777600           0.342                          0.346                            1
20231205_180000        1701799200           0.342                          0.346                            1
20231206_000000        1701820800           0.342                          0.346                            1
20231206_060000        1701842400           0.342                          0.346                            1
20231206_120000        1701864000           0.342                          0.346                            1
20231206_180000        1701885600           0.342                          0.346                            1
20231207_000000        1701907200           0.342                          0.346                            1
20231207_060000        1701928800           0.342                          0.346                            1
20231207_120000        1701950400           0.342                          0.346                            1
20231207_180000        1701972000           0.342                          0.346                            1
20231208_000000        1701993600           0.342                          0.346                            1
20231208_060000        1702015200           0.342                          0.346                            1
20231208_120000        1702036800           0.342                          0.346                            1
20231208_180000        1702058400           0.342                          0.346                            1
20231209_000000        1702080000           0.342                          0.346                            1
20231209_060000        1702101600           0.342                          0.346                            1
20231209_120000        1702123200           0.342                          0.346                            1
20231209_180000        1702144800           0.342                          0.346                            1
20231210_000000        1702166400           0.342                          0.346                            1
20231210_060000        1702188000           0.342                          0.346                            1
20231210_120000        1702209600           0.342                          0.346                            1
20231210_180000        1702231200           0.342                          0.346                            1
20231211_000000        1702252800           0.342                          0.346                            1
20231211_060000        1702274400           0.342                          0.346                            1
20231211_120000        1702296000           0.342                          0.346                            1
20231211_180000        1702317600           0.342                          0.346                            1
20231212_000000        1702339200           0.342                          0.346                            1
20231212_060000        1702360800           0.342                          0.346                            1
20231212_120000        1702382400           0.342                          0.346                            1
20231212_180000        1702404000           0.342                          0.346                            1
20231213_000000        1702425600           0.342                          0.346                            1
20231213_060000        1702447200           0.342                          0.346                            1
20231213_120000        1702468800           0.342                          0.346                            1
20231213_180000        1702490400           0.342                          0.346                            1
20231214_000000        1702512000           0.342                          0.346                            1
20231214_060000        1702533600           0.342                          0.346                            1
20231214_120000        1702555200           0.342                          0.346                            1
20231214_180000        1702576800           0.342                          0.346                            1
20231215_000000        1702598400           0.342                          0.346                            1
20231215_060000        1702620000           0.342                          0.346                            1
20231215_120000        1702641600           0.342                          0.346                            1
20231215_180000        1702663200           0.342                          0.346                            1
20231216_000000        1702684800           0.342                          0.346                            1
20231216_060000        1702706400           0.342                          0.346                            1
20231216_120000        1702728000           0.342                          0.346                            1
20231216_180000        1702749600           0.342                          0.346                            1
20231217_000000        1702771200           0.342                          0.346                            1
20231217_060000        1702792800           0.342                          0.346                            1
20231217_120000        1702814400           0.342                          0.346                            1
20231217_180000        1702836000           0.342                          0.346                            1
20231218_000000        1702857600           0.342                          0.346                            1
20231218_060000        1702879200           0.342                          0.346                            1
20231218_120000        1702900800           0.342                          0.346                            1
20231218_180000        1702922400           0.342                          0.346                            1
20231219_000000        1702944000           0.342                          0.346                            1
20231219_060000        1702965600           0.342                          0.346                            1
20231219_120000        1702987200           0.342                          0.346                            1
20231219_180000        1703008800           0.342                          0.346                            1
20231220_000000        1703030400           0.342                          0.346                            1
20231220_060000        1703052000           0.342                          0.346                            1
20231220_120000        1703073600           0.342                          0.346                            1
20231220_180000        1703095200           0.342                          0.346                            1
20231221_000000        1703116800           0.342                          0.346                            1
20231221_060000        1703138400           0.342                          0.346                            1
20231221_120000        1703160000           0.342                          0.346                            1
20231221_180000        1703181600           0.342                          0.346                            1
20231222_000000        1703203200           0.342                          0.346                            1
20231222_060000        1703224800           0.342                          0.346                            1
20231222_120000        1703246400           0.342                          0.346                            1
20231222_180000        1703268000           0.342                          0.346                            1
20231223_000000        1703289600           0.342                          0.346                            1
20231223_060000        1703311200           0.342                          0.346                            1
20231223_120000        1703332800           0.342                          0.346                            1
20231223_180000        1703354400           0.342                          0.346                            1
20231224_000000        1703376000           0.342                          0.346                            1
20231224_060000        1703397600           0.342                          0.346                            1
20231224_120000        1703419200           0.342                          0.346                            1
20231224_180000        1703440800           0.342                          0.346                            1
20231225_000000        1703462400           0.342                          0.346                            1
20231225_060000        1703484000           0.342                          0.346                            1
20231225_120000        1703505600           0.342                          0.346                            1
20231225_180000        1703527200           0.342                          0.346                            1
20231226_000000        1703548800           0.342                          0.346                            1
20231226_060000        1703570400           0.342                          0.346                            1
20231226_120000        1703592000           0.342                          0.346                            1
20231226_180000        1703613600           0.342                          0.346                            1
20231227_000000        1703635200           0.342                          0.346                            1
20231227_060000        1703656800           0.342                          0.346                            1
20231227_120000        1703678400           0.342                          0.346                            1
20231227_180000        1703700000           0.342                          0.346                            1
20231228_000000        1703721600           0.342                          0.346                            1
20231228_060000        1703743200           0.342                          0.346                            1
20231228_120000        1703764800           0.342                          0.346                            1
20231228_180000        1703786400           0.342                          0.346                            1
20231229_000000        1703808000           0.342                          0.346                            1
20231229_060000        1703829600           0.342                          0.346                            1
20231229_120000        1703851200           0.342                          0.346                            1
20231229_180000        1703872800           0.342                          0.346                            1
20231230_000000        1703894400           0.342                          0.346                            1
20231230_060000        1703916000           0.342                          0.346                            1
20231230_120000        1703937600           0.342                          0.346                            1
20231230_180000        1703959200           0.342                          0.346                            1
20231231_000000        1703980800           0.342                          0.346                            1
20231231_060000        1704002400           0.342                          0.346                            1
20231231_120000        1704024000           0.342                          0.346                            1
20231231_180000        1704045600           0.342                          0.346                            1
20240101_000000        1704067200           0.342                          0.346                            1
20240101_060000        1704088800           0.342                          0.346                            1
20240101_120000        1704110400           0.342                          0.346                            1
20240101_180000        1704132000           0.342                          0.346                            1
20240102_000000        1704153600           0.342                          0.346                            1
20240102_060000        1704175200           0.342                          0.346                            1
20240102_120000        1704196800           0.342                          0.346                            1
20240102_180000        1704218400           0.342                          0.346                            1
20240103_000000        1704240000           0.342                          0.346                            1
20240103_060000        1704261600           0.342                          0.346                            1
20240103_120000        1704283200           0.342                          0.346                            1
20240103_180000        1704304800           0.342                          0.346                            1
20240104_000000        1704326400           0.342                          0.346                            1
20240104_060000        1704348000           0.342                          0.346                            1
20240104_120000        1704369600           0.342                          0.346                            1
20240104_180000        1704391200           0.342                          0.346                            1
20240105_000000        1704412800           0.342                          0.346                            1
20240105_060000        1704434400           0.342                          0.346                            1
20240105_120000        1704456000           0.342                          0.346                            1
20240105_180000        1704477600           0.342                          0.346                            1
20240106_000000        1704499200           0.342                          0.346                            1
20240106_060000        1704520800           0.342                          0.346                            1
20240106_120000        1704542400           0.342                          0.346                            1
20240106_180000        1704564000           0.342                          0.346                            1
20240107_000000        1704585600           0.342                          0.346                            1
20240107_060000        1704607200           0.342                          0.346                            1
20240107_120000        1704628800           0.342                          0.346                            1
20240107_180000        1704650400           0.342                          0.346                            1
20240108_000000        1704672000           0.342                          0.346                            1
20240108_060000        1704693600           0.342                          0.346                            1
20240108_120000        1704715200           0.342                          0.346                            1
20240108_180000        1704736800           0.342                          0.346                            1
20240109_000000        1704758400           0.342                          0.346                            1
20240109_060000        1704780000           0.342                          0.346                            1
20240109_120000        1704801600           0.342                          0.346                            1
20240109_180000        1704823200           0.342                          0.346                            1
20240110_000000        1704844800           0.342                          0.346                            1
20240110_060000        1704866400           0.342                          0.346                            1
20240110_120000        1704888000           0.342                          0.346                            1
20240110_180000        1704909600           0.342                          0.346                            1
20240111_000000        1704931200           0.342                          0.346                            1
20240111_060000        1704952800           0.342                          0.346                            1
20240111_120000        1704974400           0.342                          0.346                            1
20240111_180000        1704996000           0.342                          0.346                            1
20240112_000000        1705017600           0.342                          0.346                            1
20240112_060000        1705039200           0.342                          0.346                            1
20240112_120000        1705060800           0.342                          0.346                            1
20240112_180000        1705082400           0.342                          0.346                            1
20240113_000000        1705104000           0.342                          0.346                            1
20240113_060000        1705125600           0.342                          0.346                            1
20240113_120000        1705147200           0.342                          0.346                            1
20240113_180000        1705168800           0.342                          0.346                            1
20240114_000000        1705190400           0.342                          0.346                            1
20240114_060000        1705212000           0.342                          0.346                            1
20240114_120000        1705233600           0.342                          0.346                            1
20240114_180000        1705255200           0.342                          0.346                            1
20240115_000000        1705276800           0.342                          0.346                            1
20240115_060000        1705298400           0.342                          0.346                            1
20240115_120000        1705320000           0.342                          0.346                            1
20240115_180000        1705341600           0.342                          0.346                            1
20240116_000000        1705363200           0.342                          0.346                            1
20240116_060000        1705384800           0.342                          0.346                            1
20240116_120000        1705406400           0.342                          0.346                            1
20240116_180000        1705428000           0.342                          0.346                            1
20240117_000000        1705449600           0.342                          0.346                            1
20240117_060000        1705471200           0.342                          0.346                            1
20240117_120000        1705492800           0.342                          0.346                            1
20240117_180000        1705514400           0.342                          0.346                            1
20240118_000000        1705536000           0.342                          0.346                            1
20240118_060000        1705557600           0.342                          0.346                            1
20240118_120000        1705579200           0.342                          0.346                            1
20240118_180000        1705600800           0.342                          0.346                            1
20240119_000000        1705622400           0.342                          0.346                            1
20240119_060000        1705644000           0.342                          0.346                            1
20240119_120000        1705665600           0.342                          0.346                            1
20240119_180000        1705687200           0.342                          0.346                            1
20240120_000000        1705708800           0.342                          0.346                            1
20240120_060000        1705730400           0.342                          0.346                            1
20240120_120000        1705752000           0.342                          0.346                            1
20240120_180000        1705773600           0.342                          0.346                            1
20240121_000000        1705795200           0.342                          0.346                            1
20240121_060000        1705816800           0.342                          0.346                            1
20240121_120000        1705838400           0.342                          0.346                            1
20240121_180000        1705860000           0.342                          0.346                            1
20240122_000000        1705881600           0.342                          0.346                            1
20240122_060000        1705903200           0.342                          0.346                            1
20240122_120000        1705924800           0.342                          0.346                            1
20240122_180000        1705946400           0.342                          0.346                            1
20240123_000000        1705968000           0.342                          0.346                            1
20240123_060000        1705989600           0.342                          0.346                            1
20240123_120000        1706011200           0.342                          0.346                            1
20240123_180000        1706032800           0.342                          0.346                            1
20240124_000000        1706054400           0.342                          0.346                            1
20240124_060000        1706076000           0.342                          0.346                            1
20240124_120000        1706097600           0.342                          0.346                            1
20240124_180000        1706119200           0.342                          0.346                            1
20240125_000000        1706140800           0.342                          0.346                            1
20240125_060000        1706162400           0.342                          0.346                            1
20240125_120000        1706184000           0.342                          0.346                            1
20240125_180000        1706205600           0.342                          0.346                            1
20240126_000000        1706227200           0.342                          0.346                            1
20240126_060000        1706248800           0.342                          0.346                            1
20240126_120000        1706270400           0.342                          0.346                            1
20240126_180000        1706292000           0.342                          0.346                            1
20240127_000000        1706313600           0.342                          0.346                            1
20240127_060000        1706335200           0.342                          0.346                            1
20240127_120000        1706356800           0.342                          0.346                            1
20240127_180000        1706378400           0.342                          0.346                            1
20240128_000000        1706400000           0.342                          0.346                            1
20240128_060000        1706421600           0.342                          0.346                            1
20240128_120000        1706443200           0.342                          0.346                            1
20240128_180000        1706464800           0.342                          0.346                            1
20240129_000000        1706486400           0.342                          0.346                            1
20240129_060000        1706508000           0.342                          0.346                            1
20240129_120000        1706529600           0.342                          0.346                            1
20240129_180000        1706551200           0.342                          0.346                            1
20240130_000000        1706572800           0.342                          0.346                            1
20240130_060000        1706594400           0.342                          0.346                            1
20240130_120000        1706616000           0.342                          0.346                            1
20240130_180000        1706637600           0.342                          0.346                            1
20240131_000000        1706659200           0.342                          0.346                            1
20240131_060000        1706680800           0.342                          0.346                            1
20240131_120000        1706702400           0.342                          0.346                            1
20240131_180000        1706724000           0.342                          0.346                            1
20240201_000000        1706745600           0.342                          0.346                            1
20240201_060000        1706767200           0.342                          0.346                            1
20240201_120000        1706788800           0.342                          0.346                            1
20240201_180000        1706810400           0.342                          0.346                            1
20240202_000000        1706832000           0.342                          0.346                            1
20240202_060000        1706853600           0.342                          0.346                            1
20240202_120000        1706875200           0.342                          0.346                            1
20240202_180000        1706896800           0.342                          0.346                            1
20240203_000000        1706918400           0.342                          0.346                            1
20240203_060000        1706940000           0.342                          0.346                            1
20240203_120000        1706961600           0.342                          0.346                            1
20240203_180000        1706983200           0.342                          0.346                            1
20240204_000000        1707004800           0.342                          0.346                            1
20240204_060000        1707026400           0.342                          0.346                            1
20240204_120000        1707048000           0.342                          0.346                            1
20240204_180000        1707069600           0.342                          0.346                            1
20240205_000000        1707091200           0.342                          0.346                            1
20240205_060000        1707112800           0.342                          0.346                            1
20240205_120000        1707134400           0.342                          0.346                            1
20240205_180000        1707156000           0.342                          0.346                            1
20240206_000000        1707177600           0.342                          0.346                            1
20240206_060000        1707199200           0.342                          0.346                            1
20240206_120000        1707220800           0.342                          0.346                            1
20240206_180000        1707242400           0.342                          0.346                            1
20240207_000000        1707264000           0.342                          0.346                            1
20240207_060000        1707285600           0.342                          0.346                            1
20240207_120000        1707307200           0.342                          0.346                            1
20240207_180000        1707328800           0.342                          0.346                            1
20240208_000000        1707350400           0.342                          0.346                            1
20240208_060000        1707372000           0.342                          0.346                            1
20240208_120000        1707393600           0.342                          0.346                            1
20240208_180000        1707415200           0.342                          0.346                            1
20240209_000000        1707436800           0.342                          0.346                            1
20240209_060000        1707458400           0.342                          0.346                            1
20240209_120000        1707480000           0.342                          0.346                            1
20240209_180000        1707501600           0.342                          0.346                            1
20240210_000000        1707523200           0.342                          0.346                            1
20240210_060000        1707544800           0.342                          0.346                            1
20240210_120000        1707566400           0.342                          0.346                            1
20240210_180000        1707588000           0.342                          0.346                            1
20240211_000000        1707609600           0.342                          0.346                            1
