#DateTime          Unixtime(UTC)   Abnormal_Large Probability[0-1]   Abnormal_Small Probability[0-1]   Abnormal State(Abnormal_Large=2, Abnormal_Small=1, Normal=0)
20221210_000000        1670630400           0.342                          0.346                            1
20221210_060000        1670652000           0.342                          0.346                            1
20221210_120000        1670673600           0.342                          0.346                            1
20221210_180000        1670695200           0.342                          0.346                            1
20221211_000000        1670716800           0.342                          0.346                            1
20221211_060000        1670738400           0.342                          0.346                            1
20221211_120000        1670760000           0.342                          0.346                            1
20221211_180000        1670781600           0.342                          0.346                            1
20221212_000000        1670803200           0.342                          0.346                            1
20221212_060000        1670824800           0.342                          0.346                            1
20221212_120000        1670846400           0.342                          0.346                            1
20221212_180000        1670868000           0.342                          0.346                            1
20221213_000000        1670889600           0.342                          0.346                            1
20221213_060000        1670911200           0.342                          0.346                            1
20221213_120000        1670932800           0.342                          0.346                            1
20221213_180000        1670954400           0.342                          0.346                            1
20221214_000000        1670976000           0.342                          0.346                            1
20221214_060000        1670997600           0.342                          0.346                            1
20221214_120000        1671019200           0.342                          0.346                            1
20221214_180000        1671040800           0.342                          0.346                            1
20221215_000000        1671062400           0.342                          0.346                            1
20221215_060000        1671084000           0.342                          0.346                            1
20221215_120000        1671105600           0.342                          0.346                            1
20221215_180000        1671127200           0.342                          0.346                            1
20221216_000000        1671148800           0.342                          0.346                            1
20221216_060000        1671170400           0.342                          0.346                            1
20221216_120000        1671192000           0.342                          0.346                            1
20221216_180000        1671213600           0.342                          0.346                            1
20221217_000000        1671235200           0.342                          0.346                            1
20221217_060000        1671256800           0.342                          0.346                            1
20221217_120000        1671278400           0.342                          0.346                            1
20221217_180000        1671300000           0.342                          0.346                            1
20221218_000000        1671321600           0.342                          0.346                            1
20221218_060000        1671343200           0.342                          0.346                            1
20221218_120000        1671364800           0.342                          0.346                            1
20221218_180000        1671386400           0.342                          0.346                            1
20221219_000000        1671408000           0.342                          0.346                            1
20221219_060000        1671429600           0.342                          0.346                            1
20221219_120000        1671451200           0.342                          0.346                            1
20221219_180000        1671472800           0.342                          0.346                            1
20221220_000000        1671494400           0.342                          0.346                            1
20221220_060000        1671516000           0.342                          0.346                            1
20221220_120000        1671537600           0.342                          0.346                            1
20221220_180000        1671559200           0.342                          0.346                            1
20221221_000000        1671580800           0.342                          0.346                            1
20221221_060000        1671602400           0.342                          0.346                            1
20221221_120000        1671624000           0.342                          0.346                            1
20221221_180000        1671645600           0.342                          0.346                            1
20221222_000000        1671667200           0.342                          0.346                            1
20221222_060000        1671688800           0.342                          0.346                            1
20221222_120000        1671710400           0.342                          0.346                            1
20221222_180000        1671732000           0.342                          0.346                            1
20221223_000000        1671753600           0.342                          0.346                            1
20221223_060000        1671775200           0.342                          0.346                            1
20221223_120000        1671796800           0.342                          0.346                            1
20221223_180000        1671818400           0.342                          0.346                            1
20221224_000000        1671840000           0.342                          0.346                            1
20221224_060000        1671861600           0.342                          0.346                            1
20221224_120000        1671883200           0.342                          0.346                            1
20221224_180000        1671904800           0.342                          0.346                            1
20221225_000000        1671926400           0.342                          0.346                            1
20221225_060000        1671948000           0.342                          0.346                            1
20221225_120000        1671969600           0.342                          0.346                            1
20221225_180000        1671991200           0.342                          0.346                            1
20221226_000000        1672012800           0.342                          0.346                            1
20221226_060000        1672034400           0.342                          0.346                            1
20221226_120000        1672056000           0.342                          0.346                            1
20221226_180000        1672077600           0.342                          0.346                            1
20221227_000000        1672099200           0.342                          0.346                            1
20221227_060000        1672120800           0.342                          0.346                            1
20221227_120000        1672142400           0.342                          0.346                            1
20221227_180000        1672164000           0.342                          0.346                            1
20221228_000000        1672185600           0.342                          0.346                            1
20221228_060000        1672207200           0.342                          0.346                            1
20221228_120000        1672228800           0.342                          0.346                            1
20221228_180000        1672250400           0.342                          0.346                            1
20221229_000000        1672272000           0.342                          0.346                            1
20221229_060000        1672293600           0.342                          0.346                            1
20221229_120000        1672315200           0.342                          0.346                            1
20221229_180000        1672336800           0.342                          0.346                            1
20221230_000000        1672358400           0.342                          0.346                            1
20221230_060000        1672380000           0.342                          0.346                            1
20221230_120000        1672401600           0.342                          0.346                            1
20221230_180000        1672423200           0.342                          0.346                            1
20221231_000000        1672444800           0.342                          0.346                            1
20221231_060000        1672466400           0.342                          0.346                            1
20221231_120000        1672488000           0.342                          0.346                            1
20221231_180000        1672509600           0.342                          0.346                            1
20230101_000000        1672531200           0.342                          0.346                            1
20230101_060000        1672552800           0.342                          0.346                            1
20230101_120000        1672574400           0.342                          0.346                            1
20230101_180000        1672596000           0.342                          0.346                            1
20230102_000000        1672617600           0.342                          0.346                            1
20230102_060000        1672639200           0.342                          0.346                            1
20230102_120000        1672660800           0.342                          0.346                            1
20230102_180000        1672682400           0.342                          0.346                            1
20230103_000000        1672704000           0.342                          0.346                            1
20230103_060000        1672725600           0.342                          0.346                            1
20230103_120000        1672747200           0.342                          0.346                            1
20230103_180000        1672768800           0.342                          0.346                            1
20230104_000000        1672790400           0.342                          0.346                            1
20230104_060000        1672812000           0.342                          0.346                            1
20230104_120000        1672833600           0.342                          0.346                            1
20230104_180000        1672855200           0.342                          0.346                            1
20230105_000000        1672876800           0.342                          0.346                            1
20230105_060000        1672898400           0.342                          0.346                            1
20230105_120000        1672920000           0.342                          0.346                            1
20230105_180000        1672941600           0.342                          0.346                            1
20230106_000000        1672963200           0.342                          0.346                            1
20230106_060000        1672984800           0.342                          0.346                            1
20230106_120000        1673006400           0.342                          0.346                            1
20230106_180000        1673028000           0.342                          0.346                            1
20230107_000000        1673049600           0.342                          0.346                            1
20230107_060000        1673071200           0.342                          0.346                            1
20230107_120000        1673092800           0.342                          0.346                            1
20230107_180000        1673114400           0.342                          0.346                            1
20230108_000000        1673136000           0.342                          0.346                            1
20230108_060000        1673157600           0.342                          0.346                            1
20230108_120000        1673179200           0.342                          0.346                            1
20230108_180000        1673200800           0.342                          0.346                            1
20230109_000000        1673222400           0.342                          0.346                            1
20230109_060000        1673244000           0.342                          0.346                            1
20230109_120000        1673265600           0.342                          0.346                            1
20230109_180000        1673287200           0.342                          0.346                            1
20230110_000000        1673308800           0.342                          0.346                            1
20230110_060000        1673330400           0.342                          0.346                            1
20230110_120000        1673352000           0.342                          0.346                            1
20230110_180000        1673373600           0.342                          0.346                            1
20230111_000000        1673395200           0.342                          0.346                            1
20230111_060000        1673416800           0.342                          0.346                            1
20230111_120000        1673438400           0.342                          0.346                            1
20230111_180000        1673460000           0.342                          0.346                            1
20230112_000000        1673481600           0.342                          0.346                            1
20230112_060000        1673503200           0.342                          0.346                            1
20230112_120000        1673524800           0.342                          0.346                            1
20230112_180000        1673546400           0.342                          0.346                            1
20230113_000000        1673568000           0.342                          0.346                            1
20230113_060000        1673589600           0.342                          0.346                            1
20230113_120000        1673611200           0.342                          0.346                            1
20230113_180000        1673632800           0.342                          0.346                            1
20230114_000000        1673654400           0.342                          0.346                            1
20230114_060000        1673676000           0.342                          0.346                            1
20230114_120000        1673697600           0.342                          0.346                            1
20230114_180000        1673719200           0.342                          0.346                            1
20230115_000000        1673740800           0.342                          0.346                            1
20230115_060000        1673762400           0.342                          0.346                            1
20230115_120000        1673784000           0.342                          0.346                            1
20230115_180000        1673805600           0.342                          0.346                            1
20230116_000000        1673827200           0.342                          0.346                            1
20230116_060000        1673848800           0.342                          0.346                            1
20230116_120000        1673870400           0.342                          0.346                            1
20230116_180000        1673892000           0.342                          0.346                            1
20230117_000000        1673913600           0.342                          0.346                            1
20230117_060000        1673935200           0.342                          0.346                            1
20230117_120000        1673956800           0.342                          0.346                            1
20230117_180000        1673978400           0.342                          0.346                            1
20230118_000000        1674000000           0.342                          0.346                            1
20230118_060000        1674021600           0.342                          0.346                            1
20230118_120000        1674043200           0.342                          0.346                            1
20230118_180000        1674064800           0.342                          0.346                            1
20230119_000000        1674086400           0.342                          0.346                            1
20230119_060000        1674108000           0.342                          0.346                            1
20230119_120000        1674129600           0.342                          0.346                            1
20230119_180000        1674151200           0.342                          0.346                            1
20230120_000000        1674172800           0.342                          0.346                            1
20230120_060000        1674194400           0.342                          0.346                            1
20230120_120000        1674216000           0.342                          0.346                            1
20230120_180000        1674237600           0.342                          0.346                            1
20230121_000000        1674259200           0.342                          0.346                            1
20230121_060000        1674280800           0.342                          0.346                            1
20230121_120000        1674302400           0.342                          0.346                            1
20230121_180000        1674324000           0.342                          0.346                            1
20230122_000000        1674345600           0.342                          0.346                            1
20230122_060000        1674367200           0.342                          0.346                            1
20230122_120000        1674388800           0.342                          0.346                            1
20230122_180000        1674410400           0.342                          0.346                            1
20230123_000000        1674432000           0.342                          0.346                            1
20230123_060000        1674453600           0.342                          0.346                            1
20230123_120000        1674475200           0.342                          0.346                            1
20230123_180000        1674496800           0.342                          0.346                            1
20230124_000000        1674518400           0.342                          0.346                            1
20230124_060000        1674540000           0.342                          0.346                            1
20230124_120000        1674561600           0.342                          0.346                            1
20230124_180000        1674583200           0.342                          0.346                            1
20230125_000000        1674604800           0.342                          0.346                            1
20230125_060000        1674626400           0.342                          0.346                            1
20230125_120000        1674648000           0.342                          0.346                            1
20230125_180000        1674669600           0.342                          0.346                            1
20230126_000000        1674691200           0.342                          0.346                            1
20230126_060000        1674712800           0.342                          0.346                            1
20230126_120000        1674734400           0.342                          0.346                            1
20230126_180000        1674756000           0.342                          0.346                            1
20230127_000000        1674777600           0.342                          0.346                            1
20230127_060000        1674799200           0.342                          0.346                            1
20230127_120000        1674820800           0.342                          0.346                            1
20230127_180000        1674842400           0.342                          0.346                            1
20230128_000000        1674864000           0.342                          0.346                            1
20230128_060000        1674885600           0.342                          0.346                            1
20230128_120000        1674907200           0.342                          0.346                            1
20230128_180000        1674928800           0.342                          0.346                            1
20230129_000000        1674950400           0.342                          0.346                            1
20230129_060000        1674972000           0.342                          0.346                            1
20230129_120000        1674993600           0.342                          0.346                            1
20230129_180000        1675015200           0.342                          0.346                            1
20230130_000000        1675036800           0.342                          0.346                            1
20230130_060000        1675058400           0.342                          0.346                            1
20230130_120000        1675080000           0.342                          0.346                            1
20230130_180000        1675101600           0.342                          0.346                            1
20230131_000000        1675123200           0.342                          0.346                            1
20230131_060000        1675144800           0.342                          0.346                            1
20230131_120000        1675166400           0.342                          0.346                            1
20230131_180000        1675188000           0.342                          0.346                            1
20230201_000000        1675209600           0.342                          0.346                            1
20230201_060000        1675231200           0.342                          0.346                            1
20230201_120000        1675252800           0.342                          0.346                            1
20230201_180000        1675274400           0.342                          0.346                            1
20230202_000000        1675296000           0.342                          0.346                            1
20230202_060000        1675317600           0.342                          0.346                            1
20230202_120000        1675339200           0.342                          0.346                            1
20230202_180000        1675360800           0.342                          0.346                            1
20230203_000000        1675382400           0.342                          0.346                            1
20230203_060000        1675404000           0.342                          0.346                            1
20230203_120000        1675425600           0.342                          0.346                            1
20230203_180000        1675447200           0.342                          0.346                            1
20230204_000000        1675468800           0.342                          0.346                            1
20230204_060000        1675490400           0.342                          0.346                            1
20230204_120000        1675512000           0.342                          0.346                            1
20230204_180000        1675533600           0.342                          0.346                            1
20230205_000000        1675555200           0.342                          0.346                            1
20230205_060000        1675576800           0.342                          0.346                            1
20230205_120000        1675598400           0.342                          0.346                            1
20230205_180000        1675620000           0.342                          0.346                            1
20230206_000000        1675641600           0.342                          0.346                            1
20230206_060000        1675663200           0.342                          0.346                            1
20230206_120000        1675684800           0.342                          0.346                            1
20230206_180000        1675706400           0.342                          0.346                            1
20230207_000000        1675728000           0.342                          0.346                            1
20230207_060000        1675749600           0.342                          0.346                            1
20230207_120000        1675771200           0.342                          0.346                            1
20230207_180000        1675792800           0.342                          0.346                            1
20230208_000000        1675814400           0.342                          0.346                            1
20230208_060000        1675836000           0.342                          0.346                            1
20230208_120000        1675857600           0.342                          0.346                            1
20230208_180000        1675879200           0.342                          0.346                            1
20230209_000000        1675900800           0.342                          0.346                            1
20230209_060000        1675922400           0.342                          0.346                            1
20230209_120000        1675944000           0.342                          0.346                            1
20230209_180000        1675965600           0.342                          0.346                            1
20230210_000000        1675987200           0.342                          0.346                            1
20230210_060000        1676008800           0.342                          0.346                            1
20230210_120000        1676030400           0.342                          0.346                            1
20230210_180000        1676052000           0.342                          0.346                            1
20230211_000000        1676073600           0.342                          0.346                            1
20230211_060000        1676095200           0.342                          0.346                            1
20230211_120000        1676116800           0.342                          0.346                            1
20230211_180000        1676138400           0.342                          0.346                            1
20230212_000000        1676160000           0.342                          0.346                            1
20230212_060000        1676181600           0.342                          0.346                            1
20230212_120000        1676203200           0.342                          0.346                            1
20230212_180000        1676224800           0.342                          0.346                            1
20230213_000000        1676246400           0.342                          0.346                            1
20230213_060000        1676268000           0.342                          0.346                            1
20230213_120000        1676289600           0.342                          0.346                            1
20230213_180000        1676311200           0.342                          0.346                            1
20230214_000000        1676332800           0.342                          0.346                            1
20230214_060000        1676354400           0.342                          0.346                            1
20230214_120000        1676376000           0.342                          0.346                            1
20230214_180000        1676397600           0.342                          0.346                            1
20230215_000000        1676419200           0.342                          0.346                            1
20230215_060000        1676440800           0.342                          0.346                            1
20230215_120000        1676462400           0.342                          0.346                            1
20230215_180000        1676484000           0.342                          0.346                            1
20230216_000000        1676505600           0.342                          0.346                            1
20230216_060000        1676527200           0.342                          0.346                            1
20230216_120000        1676548800           0.342                          0.346                            1
20230216_180000        1676570400           0.342                          0.346                            1
20230217_000000        1676592000           0.342                          0.346                            1
20230217_060000        1676613600           0.342                          0.346                            1
20230217_120000        1676635200           0.342                          0.346                            1
20230217_180000        1676656800           0.342                          0.346                            1
20230218_000000        1676678400           0.342                          0.346                            1
20230218_060000        1676700000           0.342                          0.346                            1
20230218_120000        1676721600           0.342                          0.346                            1
20230218_180000        1676743200           0.342                          0.346                            1
20230219_000000        1676764800           0.342                          0.346                            1
20230219_060000        1676786400           0.342                          0.346                            1
20230219_120000        1676808000           0.342                          0.346                            1
20230219_180000        1676829600           0.342                          0.346                            1
20230220_000000        1676851200           0.342                          0.346                            1
20230220_060000        1676872800           0.342                          0.346                            1
20230220_120000        1676894400           0.342                          0.346                            1
20230220_180000        1676916000           0.342                          0.346                            1
20230221_000000        1676937600           0.342                          0.346                            1
20230221_060000        1676959200           0.342                          0.346                            1
20230221_120000        1676980800           0.342                          0.346                            1
20230221_180000        1677002400           0.342                          0.346                            1
20230222_000000        1677024000           0.342                          0.346                            1
20230222_060000        1677045600           0.342                          0.346                            1
20230222_120000        1677067200           0.342                          0.346                            1
20230222_180000        1677088800           0.342                          0.346                            1
20230223_000000        1677110400           0.342                          0.346                            1
20230223_060000        1677132000           0.342                          0.346                            1
20230223_120000        1677153600           0.342                          0.346                            1
20230223_180000        1677175200           0.342                          0.346                            1
20230224_000000        1677196800           0.342                          0.346                            1
20230224_060000        1677218400           0.342                          0.346                            1
20230224_120000        1677240000           0.342                          0.346                            1
20230224_180000        1677261600           0.342                          0.346                            1
20230225_000000        1677283200           0.342                          0.346                            1
20230225_060000        1677304800           0.342                          0.346                            1
20230225_120000        1677326400           0.342                          0.346                            1
20230225_180000        1677348000           0.342                          0.346                            1
20230226_000000        1677369600           0.342                          0.346                            1
20230226_060000        1677391200           0.342                          0.346                            1
20230226_120000        1677412800           0.342                          0.346                            1
20230226_180000        1677434400           0.342                          0.346                            1
20230227_000000        1677456000           0.342                          0.346                            1
20230227_060000        1677477600           0.342                          0.346                            1
20230227_120000        1677499200           0.342                          0.346                            1
20230227_180000        1677520800           0.342                          0.346                            1
20230228_000000        1677542400           0.342                          0.346                            1
20230228_060000        1677564000           0.342                          0.346                            1
20230228_120000        1677585600           0.342                          0.346                            1
20230228_180000        1677607200           0.342                          0.346                            1
20230301_000000        1677628800           0.342                          0.346                            1
20230301_060000        1677650400           0.342                          0.346                            1
20230301_120000        1677672000           0.342                          0.346                            1
20230301_180000        1677693600           0.342                          0.346                            1
20230302_000000        1677715200           0.342                          0.346                            1
20230302_060000        1677736800           0.342                          0.346                            1
20230302_120000        1677758400           0.342                          0.346                            1
20230302_180000        1677780000           0.342                          0.346                            1
20230303_000000        1677801600           0.342                          0.346                            1
20230303_060000        1677823200           0.342                          0.346                            1
20230303_120000        1677844800           0.342                          0.346                            1
20230303_180000        1677866400           0.342                          0.346                            1
20230304_000000        1677888000           0.342                          0.346                            1
20230304_060000        1677909600           0.342                          0.346                            1
20230304_120000        1677931200           0.342                          0.346                            1
20230304_180000        1677952800           0.342                          0.346                            1
20230305_000000        1677974400           0.342                          0.346                            1
20230305_060000        1677996000           0.342                          0.346                            1
20230305_120000        1678017600           0.342                          0.346                            1
20230305_180000        1678039200           0.342                          0.346                            1
20230306_000000        1678060800           0.342                          0.346                            1
20230306_060000        1678082400           0.342                          0.346                            1
20230306_120000        1678104000           0.342                          0.346                            1
20230306_180000        1678125600           0.342                          0.346                            1
20230307_000000        1678147200           0.342                          0.346                            1
20230307_060000        1678168800           0.342                          0.346                            1
20230307_120000        1678190400           0.342                          0.346                            1
20230307_180000        1678212000           0.342                          0.346                            1
20230308_000000        1678233600           0.342                          0.346                            1
20230308_060000        1678255200           0.342                          0.346                            1
20230308_120000        1678276800           0.342                          0.346                            1
20230308_180000        1678298400           0.342                          0.346                            1
20230309_000000        1678320000           0.342                          0.346                            1
20230309_060000        1678341600           0.342                          0.346                            1
20230309_120000        1678363200           0.342                          0.346                            1
20230309_180000        1678384800           0.342                          0.346                            1
20230310_000000        1678406400           0.342                          0.346                            1
20230310_060000        1678428000           0.342                          0.346                            1
20230310_120000        1678449600           0.342                          0.346                            1
20230310_180000        1678471200           0.342                          0.346                            1
20230311_000000        1678492800           0.342                          0.346                            1
20230311_060000        1678514400           0.342                          0.346                            1
20230311_120000        1678536000           0.342                          0.346                            1
20230311_180000        1678557600           0.342                          0.346                            1
20230312_000000        1678579200           0.342                          0.346                            1
20230312_060000        1678600800           0.342                          0.346                            1
20230312_120000        1678622400           0.342                          0.346                            1
20230312_180000        1678644000           0.342                          0.346                            1
20230313_000000        1678665600           0.342                          0.346                            1
20230313_060000        1678687200           0.342                          0.346                            1
20230313_120000        1678708800           0.342                          0.346                            1
20230313_180000        1678730400           0.342                          0.346                            1
20230314_000000        1678752000           0.342                          0.346                            1
20230314_060000        1678773600           0.342                          0.346                            1
20230314_120000        1678795200           0.342                          0.346                            1
20230314_180000        1678816800           0.342                          0.346                            1
20230315_000000        1678838400           0.342                          0.346                            1
20230315_060000        1678860000           0.342                          0.346                            1
20230315_120000        1678881600           0.342                          0.346                            1
20230315_180000        1678903200           0.342                          0.346                            1
20230316_000000        1678924800           0.342                          0.346                            1
20230316_060000        1678946400           0.342                          0.346                            1
20230316_120000        1678968000           0.342                          0.346                            1
20230316_180000        1678989600           0.342                          0.346                            1
20230317_000000        1679011200           0.342                          0.346                            1
20230317_060000        1679032800           0.342                          0.346                            1
20230317_120000        1679054400           0.342                          0.346                            1
20230317_180000        1679076000           0.342                          0.346                            1
20230318_000000        1679097600           0.342                          0.346                            1
20230318_060000        1679119200           0.342                          0.346                            1
20230318_120000        1679140800           0.342                          0.346                            1
20230318_180000        1679162400           0.342                          0.346                            1
20230319_000000        1679184000           0.342                          0.346                            1
20230319_060000        1679205600           0.342                          0.346                            1
20230319_120000        1679227200           0.342                          0.346                            1
20230319_180000        1679248800           0.342                          0.346                            1
20230320_000000        1679270400           0.342                          0.346                            1
20230320_060000        1679292000           0.342                          0.346                            1
20230320_120000        1679313600           0.342                          0.346                            1
20230320_180000        1679335200           0.342                          0.346                            1
20230321_000000        1679356800           0.342                          0.346                            1
20230321_060000        1679378400           0.342                          0.346                            1
20230321_120000        1679400000           0.342                          0.346                            1
20230321_180000        1679421600           0.342                          0.346                            1
20230322_000000        1679443200           0.342                          0.346                            1
20230322_060000        1679464800           0.342                          0.346                            1
